DX_CD,DX_HSDW_SHORT_DESC,DX_HSDW_LONG_DESC
800.00,"fx, clsd skl vlt, unspc loc","closed fracture of vault of skull without mention of intracranial injury, with state of consciousness unspecified"
800.01,"fx, clsd skl vlt w/o loc","closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
800.02,"fx, clsd skl vlt, <1 hr loc","closed fracture of vault of skull without mention of intracranial injury, with brief (less than one hour) loss of consciousness"
800.03,"fx, clsd skl vlt, 1-24 hr loc","closed fracture of vault of skull without mention of intracranial injury, with moderate (1-24 hours) loss of consciousness"
800.04,"fx, clsd skl vlt, >24 hr loc w/rpc","closed fracture of vault of skull without mention of intracranial injury, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
800.05,"fx, clsd skl vlt >24 hr loc w/o rpc","closed fracture of vault of skull without mention of intracranial injury, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
800.06,"fx, clsd skl vlt, unspc los","closed fracture of vault of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
800.09,"fx, clsd skl vlt, concussion nos","closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
800.1,"fx, clsd skl vlt w/cer lac",closed fracture of vault of skull with cerebral laceration and contusion
800.10,"fx, clsd skl vlt, w/cer lac loc nos","closed fracture of vault of skull with cerebral laceration and contusion, with state of consciousness unspecified"
800.11,"fx, clsd skl vlt w/cer lac, no loc","closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
800.12,"fx, clsd skl vlt w/cer lac <1 loc","closed fracture of vault of skull with cerebral laceration and contusion, with brief (less than one hour) loss of consciousness"
800.13,"fx, clsd skl vlt w/cer lac 1-24 loc","closed fracture of vault of skull with cerebral laceration and contusion, with moderate (1-24 hours) loss of consciousness"
800.14,fx clsd skl vlt w/lac >24 loc w/rpc,"closed fracture of vault of skull with cerebral laceration and contusion, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
800.15,"fx, clsd skl vlt >24 loc w/o rpc","closed fracture of vault of skull with cerebral laceration and contusion, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
800.16,"fx, clsd skl vlt w/lac, unspc loc","closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
800.19,"fx, clsd skl vlt w/lac, cncus nos","closed fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified"
800.2,"fx, clsd skl vlt w/cer hem","closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage"
800.20,"fx clsd skl vlt w/hem, unspc loc","closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with state of consciousness unspecified"
800.21,"fx, clsd skl vlt w/hem no loc","closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
800.22,"fx, clsd skl vlt w/hem, <1 loc","closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief (less than one hour) loss of consciousness"
800.23,"fx, clsd skl vlt w/hem, 1-24 loc","closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate (1-24 hours) loss of consciousness"
800.24,fx clsd skl vlt w/hem >24 loc w/rpc,"closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
800.25,fx clsd skl vlt w/hem >24 loc worpc,"closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
800.26,"fx, clsd skl vlt w/chm, unspc loc","closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
800.29,"fx, clsd skl vlt w/hem, cncus nos","closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
800.3,"fx, clsd skl vlt w/hem nec",closed fracture of vault of skull with other and unspecified intracranial hemorrhage
800.30,fx clsd skl vlt w/hem nec unspc loc,"closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with state of consciousness unspecified"
800.31,"fx, clsd skl vlt w/hem nec, no loc","closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
800.32,"fx, clsd skl vlt w/hem nec <1 loc","closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief (less than one hour) loss of consciousness"
800.33,"fx, clsd skl vlt w/hem nec 1-24 loc","closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate (1-24 hours) loss of consciousness"
800.34,fx clsd skl vlt w/hem >24 loc w/rpc,"closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
800.35,fx clsd skl vlt w/hem >24 loc worpc,"closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
800.36,"fx, clsd skl vlt w/hem nec, nos loc","closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
800.39,"fx, clsd skl vlt w/hem, cncus nos","closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
800.4,"fx, clsd skl vlt, w/cranial injury",closed fracture of vault of skull with intracranial injury of other and unspecified nature
800.40,"fx, clsd skl vlt w/inj, unspc loc","closed fracture of vault of skull with intracranial injury of other and unspecified nature, with state of consciousness unspecified"
800.41,"fx, clsd skl vlt w/inj, no loc","closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
800.42,"fx, clsd skl vlt w/inj, <1 loc","closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief (less than one hour) loss of consciousness"
800.43,"fx, clsd skl vlt w/inj, 1-24 loc","closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate (1-24 hours) loss of consciousness"
800.44,fx clsd skl vlt w/inj >24 loc w/rpc,"closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
800.45,fx clsd skl vlt w/inj >24 loc worpc,"closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
800.46,"fx, clsd skl vlt w/inj, unspc loc","closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
800.49,"fx, clsd skl vlt w/inj, cncus nos","closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
800.5,fracture of vault of skull,open fracture of vault of skull without mention of intracranial injury
800.50,"fx, opn skl vlt, unspecified loc","open fracture of vault of skull without mention of intracranial injury, with state of consciousness unspecified"
800.51,"fx, opn skl vlt, no loc","open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
800.52,"fx, opn skl vlt, <1 loc","open fracture of vault of skull without mention of intracranial injury, with brief (less than one hour) loss of consciousness"
800.53,"fx, opn skl vlt, 1-24 loc","open fracture of vault of skull without mention of intracranial injury, with moderate (1-24 hours) loss of consciousness"
800.54,"fx, opn skl vlt, >24 loc w/rpc","open fracture of vault of skull without mention of intracranial injury, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
800.55,"fx, opn skl vlt >24 loc w/o rpc","open fracture of vault of skull without mention of intracranial injury, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
800.56,"fx, opn skl vlt, unspec loc","open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
800.59,"fx, opn skl vlt, concussion nos","open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
800.6,"fx, opn skl vlt w/cer lac",open fracture of vault of skull with cerebral laceration and contusion
800.60,"fx, opn skl vlt w/cer lac, nos loc","open fracture of vault of skull with cerebral laceration and contusion, with state of consciousness unspecified"
800.61,"fx, opn skl vlt w/cer lac, no loc","open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
800.62,"fx, opn skl vlt w/cer lac, <1 loc","open fracture of vault of skull with cerebral laceration and contusion, with brief (less than one hour) loss of consciousness"
800.63,"fx, opn skl vlt w/cer lac 1-24 loc","open fracture of vault of skull with cerebral laceration and contusion, with moderate (1-24 hours) loss of consciousness"
800.64,fx opn skl vlt w/lac >24 loc w/rpc,"open fracture of vault of skull with cerebral laceration and contusion, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
800.65,fx opn skl vlt w/lac>24 loc w/o rpc,"open fracture of vault of skull with cerebral laceration and contusion, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
800.66,"fx, opn skl vlt w/lac, unspc loc","open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
