PX_CD,PX_HSDW_SHORT_DESC,PX_HSDW_LONG_DESC
44640,repair bowel-skin fistula,closure of intestinal cutaneous fistula
44650,repair bowel fistula,closure of enteroenteric or enterocolic fistula
44660,repair bowel-bladder fistula,closure of enterovesical fistula; without intestinal or bladder resection
44661,repair bowel-bladder fistula,closure of enterovesical fistula; with intestine and/or bladder resection
44680,"surgical revision, intestine",intestinal plication (separate procedure)
44700,suspend bowel w/prosthesis,"exclusion of small intestine from pelvis by mesh or other prosthesis, or native tissue (eg, bladder or omentum)"
44701,intraop colon lavage add-on,intraoperative colonic lavage (list separately in addition to code for primary procedure)
44715,prepare donor intestine,"backbench standard preparation of cadaver or living donor intestine allograft prior to transplantation, including mobilization and fashioning of the superior mesenteric artery and vein"
44720,prep donor intestine/venous,"backbench reconstruction of cadaver or living donor intestine allograft prior to transplantation; venous anastomosis, each"
44721,prep donor intestine/artery,"backbench reconstruction of cadaver or living donor intestine allograft prior to transplantation; arterial anastomosis, each"
44799,unlisted procedure intestine,"unlisted procedure, intestine"
44800,excision of bowel pouch,excision of meckel's diverticulum (diverticulectomy) or omphalomesenteric duct
44820,excision of mesentery lesion,excision of lesion of mesentery (separate procedure)
44850,repair of mesentery,suture of mesentery (separate procedure)
44899,bowel surgery procedure,"unlisted procedure, meckel's diverticulum and the mesentery"
44900,"drain app abscess, open",incision and drainage of appendiceal abscess; open
44901,"drain app abscess, percut",incision and drainage of appendiceal abscess; percutaneous
44950,appendectomy,appendectomy;
44955,appendectomy add-on,appendectomy; when done for indicated purpose at time of other major procedure (not as separate procedure) (list separately in addition to code for primary procedure)
44960,appendectomy,appendectomy; for ruptured appendix with abscess or generalized peritonitis
44970,"laparoscopy, appendectomy","laparoscopy, surgical, appendectomy"
44979,"laparoscope proc, app","unlisted laparoscopy procedure, appendix"
45,intestine incision and excision,"operations on the digestive system; incision, excision, and anastomosis of intestine"
45.0,enterotomy,"operations on the digestive system; incision, excision, and anastomosis of intestine; enterotomy"
45.00,intestinal incision nos,"operations on the digestive system; incision, excision, and anastomosis of intestine; enterotomy; incision of intestine, not otherwise specified"
45.01,duodenal incision,"operations on the digestive system; incision, excision, and anastomosis of intestine; enterotomy; incision of duodenum"
45.02,small intestine incision nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; enterotomy; other incision of small intestine"
45.03,large intestine incision,"operations on the digestive system; incision, excision, and anastomosis of intestine; enterotomy; incision of large intestine"
45.1,small intestine diagnostic proc,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine"
45.11,transabdominal sm bowel endoscopy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine; transabdominai endoscopy of small intestine"
45.12,endoscopy of sm bowel thru stoma,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine; endoscopy of small intestine through artificial stoma"
45.13,small intestine endoscopy nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine; other endoscopy of small intestine"
45.14,closed small intestine biopsy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine; closed [endoscopic] biopsy of small intestine"
45.15,open small intestine biopsy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine; open biopsy of small intestine"
45.16,egd with closed biopsy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine; esophagogastroduodenoscopy [egd] with closed biopsy"
45.19,small intestine diagnostic proc nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on small intestine; other diagnostic procedures on small intestine"
45.2,large intestine diagnostic proc,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine"
45.21,transabdominal lg bowel endoscopy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; transabdominal endoscopy of large intestine"
45.22,endoscopy of lg bowel thru stoma,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; endoscopy of large intestine through artificial stoma"
45.23,colonoscopy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; colonoscopy"
45.24,flexible sigmoidoscopy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; flexible sigmoidoscopy"
45.25,closed large intestine biopsy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; closed [endoscopic] biopsy of large intestine"
45.26,open large intestine biopsy,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; open biopsy of large intestine"
45.27,intestinal biopsy nos,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; intestinal biopsy, site unspecified"
45.28,large intestine diag procs nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; other diagnostic procedures on large intestine"
45.29,intestine diagnostic procs nos,"operations on the digestive system; incision, excision, and anastomosis of intestine; diagnostic procedures on large intestine; other diagnostic procedures on intestine, site unspecified"
45.3,small intestine lesion excision,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of small intestine"
45.30,endoscopic destruct duodenum lesion,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of small intestine; endoscopic excision or destruction of lesion of duodenum"
45.31,local excise duodenum lesion nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of small intestine; other local excision of lesion of duodenum"
45.32,duodenum lesion destruction nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of small intestine; other destruction of lesion of duodenum"
45.33,local excision lesion sm intestine,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of small intestine; local excision of lesion or tissue of small intestine, except duodenum"
45.34,destruct small intestine lesion nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of small intestine; other destruction of lesion of small intestine, except duodenum"
45.4,large intestine lesion excision,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of large intestine"
45.41,excise large intestine lesion,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of large intestine; excision of lesion or tissue of large intestine"
45.42,endoscopic lg bowel polypectomy,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of large intestine; endoscopic polypectomy of large intestine"
45.43,endoscopic destruct lg bowel lesion,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of large intestine; endoscopic destruction of other lesion or tissue of large intestine"
45.49,destruct large intestine lesion nec,"operations on the digestive system; incision, excision, and anastomosis of intestine; local excision or destruction of lesion or tissue of large intestine; other destruction of lesion of large intestine"
